"","Age","Gender","Kids","Edu","WorkStatus","AnnualIncome","Occupation","DurationYear","DurationMon","CommSize","ResidntCntry","MaritlStatus","NoOfSons","NoOfDghtrs","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SelfProcast","OtherProcast","DPMean","AIPMean","GPMean","SWLSMean"
"3731",45,"Male","Yes Kids","ma","full-time",45000,"",7,0,"Small Town","United States","Married","0",3,3,3,4,3,3,1,3,5,4,3,3,4,4,3,4,3,4,2,4,3,4,3,3,4,3,3,4,3,4,4,4,4,4,4,3,4,4,4,4,2,4,3,4,3,3,"yes","",3.2,3.33333333333333,3.6,3.4
"3732",45,"Female","Yes Kids","ma","full-time",NA,"",10,0,"Medium-Sized","United States","Married","1",1,1,1,3,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,2,1,5,1,1,3,2,3,1,2,3,1,3,3,4,4,3,"no","no",1.4,1.6,1.75,3.4
"3733",45,"Female","Yes Kids","ltuni","full-time",55000,"",10,0,"Village","United States","Married","0",2,2,3,4,2,2,2,4,3,4,2,5,3,4,1,4,3,5,4,1,5,3,1,3,3,5,3,3,4,5,4,5,3,4,2,3,2,3,3,3,3,5,4,5,5,1,"yes","yes",2.6,3.33333333333333,3.25,4
"3734",55,"Male","Yes Kids","ma","full-time",150000,"",1,0,"Rural/Country","United States","Married","1",1,4,2,4,3,3,1,1,1,1,3,5,4,3,2,3,4,4,5,2,3,4,3,2,1,2,3,5,4,4,2,3,4,5,3,3,4,4,3,4,4,2,3,3,3,1,"yes","no",3.2,2.8,3.35,2.4
"3735",25,"Male","No Kids","deg","full-time",87500,"",1,11,"Small Town","United States","Single","0",0,4,4,4,2,2,2,2,5,4,5,3,4,4,5,3,4,4,2,4,4,5,1,4,4,2,3,5,3,5,4,4,5,4,4,5,5,1,5,2,5,3,4,4,3,4,"yes","yes",3.2,3.66666666666667,3.8,3.6
"3736",55,"Male","Yes Kids","ltuni","full-time",55000,"",2,4,"Large Town","United States","Divorced","1",0,4,4,3,2,3,3,2,5,4,3,3,2,3,3,3,2,3,3,2,4,3,3,3,4,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,2,3,2,2,1,"yes","yes",3.2,3,3.4,2
"3737",7.5,"Male","No Kids","lthigh","student",NA,"",5,4,"Rural/Country","United States","Single","0",0,4,3,3,4,4,4,1,3,1,5,2,5,4,4,5,3,3,4,2,4,5,4,5,3,5,2,5,3,4,3,3,4,3,3,4,4,4,4,5,5,3,3,1,1,4,"yes","yes",3.6,3.33333333333333,3.9,2.4
"3738",28,"Male","No Kids","ma","full-time",250000,"",0,1,"Village","United States","Single","0",0,3,2,2,2,2,1,1,3,4,4,3,2,3,3,4,2,2,5,1,3,3,1,2,2,3,1,3,3,3,5,4,3,5,1,3,5,5,1,3,1,5,5,5,5,5,"yes","no",2.2,2.73333333333333,2.85,5
"3739",45,"Female","Yes Kids","phd","part-time",25000,"",1,0,"Medium-Sized","United States","Separated","4",3,3,2,4,2,2,4,4,5,1,2,2,4,3,2,4,4,5,5,5,4,4,3,3,2,5,4,4,3,4,4,2,4,5,3,4,4,4,3,4,4,4,3,4,4,3,"yes","yes",2.6,3.6,3.65,3.6
"3740",55,"Female","No Kids","deg","full-time",87500,"",10,0,"Small Town","United States","Single","0",0,4,4,4,3,3,1,1,2,3,2,2,3,3,3,3,2,1,3,1,3,4,2,2,4,2,1,3,3,3,1,1,5,3,3,4,3,2,3,4,4,3,3,3,3,2,"yes","yes",3.6,2.2,2.85,2.8
"3741",28,"Female","No Kids","deg","full-time",45000,"",2,0,"Village","United States","Single","0",0,4,4,2,1,1,2,4,3,5,3,4,5,3,3,3,5,5,4,4,2,5,2,3,5,4,3,5,3,3,5,5,4,3,4,4,4,4,4,5,4,2,3,3,2,4,"yes","yes",2.4,3.66666666666667,3.95,2.8
"3742",55,"Male","Yes Kids","ma","full-time",55000,"",1,0,"Village","United States","Married","1",1,4,4,4,2,2,2,1,5,4,1,3,4,4,2,2,2,2,2,3,3,4,1,2,2,4,2,4,4,4,3,3,4,4,2,4,4,4,5,4,5,4,4,4,4,2,"yes","yes",3.2,2.66666666666667,3.45,3.6
"3743",25,"Female","Yes Kids","ma","unemployed",10000,"",1,2,"Village","United States","Married","1",0,2,4,3,4,4,1,2,3,3,3,1,2,4,2,3,3,2,4,2,3,4,5,4,4,3,4,4,3,5,4,4,4,2,4,4,4,5,4,4,4,3,3,3,4,2,"yes","no",3.4,2.53333333333333,3.95,3
"3744",28,"Female","No Kids","deg","part-time",10000,"",0,3,"Small Town","United States","Single","0",0,5,5,5,5,5,2,2,3,4,3,5,5,5,5,5,3,5,5,3,5,5,5,1,5,3,2,5,5,5,1,5,5,2,2,4,1,3,4,5,5,1,2,2,1,1,"yes","yes",5,4,3.65,1.4
"3745",32.5,"Female","No Kids","deg","full-time",35000,"",0,5,"Rural/Country","United States","Single","0",0,2,2,2,2,2,2,2,2,2,3,1,4,3,2,3,4,2,4,2,4,4,2,2,2,4,2,4,2,4,2,3,4,3,3,4,4,4,2,4,4,4,4,4,4,4,"yes","yes",2,2.66666666666667,3.15,4
"3746",37.5,"Female","No Kids","ma","full-time",67500,"",2,0,"Small Town","United States","Single","0",0,2,1,1,1,1,1,1,4,3,2,1,2,4,3,3,2,2,2,1,1,3,1,2,3,2,2,3,2,3,3,3,3,1,2,3,3,2,3,1,2,3,3,4,4,4,"yes","no",1.2,2.13333333333333,2.35,3.6
"3747",20,"Female","No Kids","ltuni","student",NA,"",0,0,"Small Town","United States","Single","0",0,3,3,2,2,2,2,2,3,3,2,3,3,5,2,4,4,2,3,2,3,4,2,3,4,4,3,4,4,4,2,4,4,2,2,4,4,3,4,3,4,3,4,3,4,2,"yes","yes",2.4,2.86666666666667,3.4,3.2
"3748",45,"Female","Yes Kids","ma","full-time",45000,"",10,0,"Large Town","United States","Married","3",0,4,3,2,3,3,1,2,2,4,3,4,4,2,3,4,3,4,2,4,3,3,2,3,5,3,2,4,3,4,3,3,3,2,3,3,4,4,4,4,4,3,3,3,3,3,"yes","yes",3,3,3.3,3
"3749",28,"Female","No Kids","deg","student",NA,"",1,0,"Rural/Country","United States","Married","0",0,5,5,5,4,4,1,2,2,4,4,4,4,3,3,4,2,4,3,4,5,4,2,2,3,1,3,4,3,4,5,5,5,4,4,4,3,3,3,5,4,3,4,4,4,3,"yes","yes",4.6,3.26666666666667,3.55,3.6
"3750",22,"Female","No Kids","deg","part-time",15000,"",0,3,"Large Town","United States","Single","0",0,3,3,3,3,3,2,1,5,1,5,1,2,2,1,3,5,1,4,2,2,2,1,3,1,5,3,3,4,2,1,2,3,3,4,2,5,4,4,2,5,2,2,2,2,2,"no","no",3,2.46666666666667,2.95,2
"3752",45,"Female","No Kids","deg","full-time",150000,"",2,0,"Large Town","United States","Separated","0",0,3,3,3,3,3,4,3,5,3,3,4,2,4,3,3,3,4,4,2,5,5,3,4,4,2,2,3,3,3,3,4,3,4,3,4,4,3,4,3,4,4,4,4,4,3,"yes","no",3,3.46666666666667,3.4,3.8
"3753",37.5,"Female","Yes Kids","dip","full-time",87500,"",3,0,"Village","United States","Divorced","0",1,3,4,4,3,3,2,2,4,5,4,4,4,3,4,4,5,5,4,4,5,5,3,5,5,5,4,5,3,4,5,5,4,3,3,4,4,4,5,5,5,3,4,3,4,4,"yes","yes",3.4,3.93333333333333,4.3,3.6
"3754",37.5,"Male","No Kids","deg","full-time",150000,"",6,0,"Medium-Sized","United States","Single","0",0,4,4,4,4,4,1,1,3,3,3,2,2,3,3,3,3,2,3,2,3,3,3,2,3,3,3,4,4,4,3,3,3,2,3,3,3,3,3,4,3,2,2,2,3,1,"yes","yes",4,2.46666666666667,3.1,2
"3755",45,"Male","No Kids","ltuni","full-time",45000,"",6,7,"Large Town","United States","Single","0",0,4,4,4,4,4,2,3,5,3,4,3,4,4,3,4,4,4,4,3,4,4,3,4,5,2,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,2,2,3,2,2,"yes","yes",4,3.6,3.7,2.2
"3756",32.5,"Female","No Kids","ma","full-time",45000,"",7,8,"Small Town","United States","Single","0",0,3,4,5,4,4,1,3,3,5,5,3,5,5,4,5,3,5,5,5,5,5,3,4,4,5,4,5,5,5,5,5,5,4,3,5,5,4,5,5,4,2,2,2,2,2,"yes","yes",4,4.13333333333333,4.5,2
"3757",25,"Female","No Kids","ma","student",10000,"",1,0,"Small Town","United States","Single","0",0,4,3,1,1,1,1,2,3,4,1,1,2,3,1,4,2,3,1,3,3,5,1,2,5,3,3,2,2,4,4,5,3,2,3,4,5,4,3,4,3,4,4,4,5,2,"yes","no",2,2.26666666666667,3.35,3.8
"3758",24,"Male","No Kids","deg","full-time",45000,"",2,1,"Village","United States","Single","0",0,3,3,4,3,3,4,4,4,3,3,1,4,3,2,3,5,2,4,3,2,4,3,5,5,4,4,4,3,5,4,3,4,5,5,4,5,5,3,4,3,4,4,4,4,4,"yes","yes",3.2,3.13333333333333,4.1,4
"3759",37.5,"Female","Yes Kids","deg","full-time",35000,"",2,10,"Large Town","United States","Married","0",1,2,2,1,1,1,1,1,5,2,1,1,1,2,1,3,2,2,2,1,1,3,1,1,4,3,2,3,2,4,2,4,3,1,2,3,3,1,4,2,4,5,5,4,5,5,"yes","no",1.4,1.73333333333333,2.6,4.8
"3760",45,"Male","Yes Kids","ma","full-time",250000,"",1,2,"Village","United States","Married","0",2,3,3,3,2,1,1,2,2,4,3,3,3,3,3,4,1,3,2,3,2,3,1,2,5,2,2,3,3,3,1,4,4,1,3,3,5,2,4,3,2,4,5,3,5,2,"yes","no",2.4,2.6,2.8,3.8
"3761",37.5,"Female","Yes Kids","deg","part-time",55000,"",6,6,"Small Town","United States","Married","0",1,3,3,4,3,3,1,1,1,3,3,1,3,4,2,3,4,3,3,3,3,3,3,3,4,4,5,4,4,5,3,4,3,1,3,4,3,3,4,5,4,3,4,3,3,2,"yes","yes",3.2,2.53333333333333,3.6,3
"3762",55,"Female","Yes Kids","ltuni","full-time",35000,"",3,7,"Village","United States","Married","1",1,3,3,4,3,3,2,4,4,4,4,2,4,3,3,4,4,4,2,4,4,2,2,3,3,3,3,3,3,3,3,4,3,2,3,3,4,4,3,4,2,3,3,3,3,2,"yes","yes",3.2,3.46666666666667,3,2.8
"3763",55,"Male","No Kids","deg","student",NA,"",0,0,"Village","United States","Married","0",0,4,4,4,3,3,1,1,3,2,2,3,3,2,2,2,4,2,2,2,3,3,2,4,4,3,4,3,4,4,2,3,3,3,3,4,4,4,3,2,3,2,3,2,2,1,"yes","yes",3.6,2.26666666666667,3.25,2
"3765",45,"Male","No Kids","ltuni","full-time",55000,"",5,0,"Small Town","United States","Single","0",0,2,2,2,2,2,3,1,4,2,2,2,2,3,2,2,3,2,1,2,2,2,2,2,4,2,3,2,3,2,3,2,2,1,3,3,4,2,3,2,3,3,3,4,4,1,"no","no",2,2.2,2.5,3
"3766",55,"Female","Yes Kids","ma","part-time",150000,"",14,0,"Small Town","United States","Divorced","1",1,3,2,2,1,1,2,2,5,2,3,1,1,3,2,3,4,2,3,2,1,4,2,2,4,3,2,3,2,3,3,5,4,3,2,3,3,3,4,4,4,1,1,3,2,1,"yes","no",1.8,2.4,3.15,1.6
"3767",55,"Female","Yes Kids","deg","full-time",45000,"",10,0,"Rural/Country","United States","Married","0",0,3,3,4,2,2,1,1,3,3,1,1,1,2,1,3,3,1,3,1,1,2,1,2,1,2,4,2,3,2,2,3,2,2,2,3,3,2,3,1,1,4,5,5,5,4,"no","no",2.8,1.73333333333333,2.15,4.6
"3768",55,"Female","Yes Kids","dip","full-time",45000,"",1,0,"8","United States","Married","1",2,1,3,4,3,3,1,1,1,1,1,1,1,1,5,1,3,1,1,1,1,1,1,1,2,5,1,4,3,5,1,1,1,1,1,1,5,5,1,1,2,5,5,5,2,1,"no","no",2.8,1.4,2.15,3.6
"3769",45,"Male","Yes Kids","ltuni","full-time",25000,"",1,0,"Medium-Sized","United States","Married","1",4,1,1,1,1,1,2,2,1,1,1,1,1,2,1,5,3,2,3,1,2,2,1,2,2,1,2,2,2,1,1,4,2,2,2,2,1,2,5,1,2,1,1,1,1,1,"no","no",1,1.86666666666667,1.95,1
"3770",67.5,"Female","Yes Kids","deg","retired",25000,"",0,0,"Medium-Sized","United States","Married","0",1,3,1,4,1,1,1,1,1,2,2,1,3,3,1,3,1,3,2,2,3,4,1,2,1,1,1,3,2,3,1,3,2,1,2,4,4,4,3,3,3,3,3,3,3,3,"yes","yes",2,1.93333333333333,2.4,3
"3771",25,"Female","Yes Kids","lthigh","unemployed",25000,"",3,0,"Small Town","United States","Married","0",1,4,4,2,3,3,5,2,3,2,4,2,1,3,3,3,4,3,5,3,5,5,1,3,3,5,2,5,4,5,1,3,3,3,2,3,3,3,5,5,4,3,4,3,4,2,"yes","yes",3.2,3.2,3.4,3.2
"3772",16.5,"Female","No Kids","lthigh","student",10000,"",0,6,"Village","United States","Separated","0",0,4,3,2,1,1,1,1,3,1,2,4,4,4,1,3,2,3,3,1,2,3,1,2,5,2,1,3,4,4,2,4,4,1,3,5,4,2,3,3,2,3,3,3,4,2,"yes","yes",2.2,2.33333333333333,2.9,3
"3773",23,"Female","No Kids","deg","full-time",25000,"",3,3,"Small Town","United States","Single","0",0,4,3,2,2,2,2,2,5,3,3,1,2,4,3,4,3,3,4,3,3,4,1,4,5,5,4,4,4,4,2,2,4,4,4,4,5,4,4,2,3,3,3,2,2,4,"yes","no",2.6,3,3.65,2.8
"3774",45,"Female","No Kids","ma","full-time",150000,"",2,0,"Village","United States","Single","0",0,3,3,3,3,3,2,2,5,3,4,4,3,3,4,4,4,2,3,3,3,4,3,4,5,4,2,4,3,4,1,4,4,3,3,4,4,4,3,4,4,4,4,4,4,2,"yes","no",3,3.26666666666667,3.55,3.6
"3775",20,"Female","No Kids","ltuni","student",10000,"",9,0,"Medium-Sized","United States","Single","0",0,5,5,5,2,2,2,2,5,4,5,5,5,4,3,5,2,3,3,5,5,5,2,3,5,5,3,5,4,5,5,1,5,2,1,4,5,5,5,5,5,2,2,2,2,1,"yes","no",3.8,3.86666666666667,4,1.8
"3776",67.5,"Female","Yes Kids","phd","full-time",150000,"",1,0,"Small Town","United States","Married","1",1,4,4,3,3,2,1,3,5,5,4,4,5,4,4,5,3,5,3,4,3,4,3,4,2,3,3,3,4,3,5,4,5,1,2,4,4,3,4,3,3,4,3,3,4,2,"yes","yes",3.2,3.86666666666667,3.35,3.2
"3777",32.5,"Female","Yes Kids","deg","full-time",35000,"",2,0,"Village","United States","Single","4",1,2,3,1,1,1,3,2,2,5,3,5,5,1,1,4,3,4,4,3,3,3,1,1,3,1,3,1,2,4,1,4,1,2,2,2,5,3,3,4,3,3,3,2,4,5,"yes","yes",1.6,3.2,2.45,3.4
"3778",37.5,"Female","Yes Kids","deg","part-time",45000,"",1,4,"Village","United States","Married","0",2,4,3,3,2,2,1,2,2,4,3,3,2,3,3,3,2,3,2,3,3,4,1,1,3,3,2,4,3,3,1,4,4,3,1,4,2,2,3,3,3,5,4,5,4,4,"yes","no",2.8,2.6,2.7,4.4
"3779",55,"Female","Yes Kids","ma","full-time",87500,"",10,2,"Small Town","United States","Married","0",1,2,1,2,2,1,1,1,3,2,2,4,1,4,2,5,2,1,2,1,3,2,3,2,1,2,2,2,2,2,1,2,3,2,2,3,3,2,3,2,2,4,4,5,5,4,"no","no",1.6,2.26666666666667,2.15,4.4
"3780",67.5,"Female","Yes Kids","deg","part-time",45000,"",3,0,"Small Town","United States","Divorced","0",2,2,3,2,2,2,1,1,3,3,3,4,2,3,1,3,2,2,3,2,3,4,2,3,1,3,2,3,2,3,2,3,2,3,3,4,4,2,4,3,4,3,3,3,4,2,"yes","no",2.2,2.4,2.85,3
"3781",32.5,"Female","No Kids","phd","full-time",NA,"",2,0,"Small Town","United States","Single","0",0,3,3,3,2,2,1,1,2,1,1,3,2,2,1,2,2,1,2,1,2,3,2,2,2,3,4,3,4,3,1,3,4,1,3,3,4,3,2,2,3,4,4,4,3,4,"yes","yes",2.6,1.6,2.75,3.8
"3782",32.5,"Female","No Kids","deg","full-time",15000,"",7,0,"Large-City","United States","Single","0",0,3,1,5,1,1,3,3,2,4,3,1,5,5,1,5,5,5,3,3,5,5,1,1,5,4,5,5,3,5,2,4,5,4,3,4,1,5,5,5,3,5,4,5,3,5,"yes","yes",2.2,3.53333333333333,3.75,4.4
"3783",20,"Female","No Kids","ltuni","part-time",15000,"",1,4,"Small Town","United States","Single","0",0,2,2,2,2,2,1,2,4,4,3,1,3,4,3,4,4,3,3,4,4,4,2,4,4,4,3,4,3,4,2,4,4,2,4,3,4,3,3,3,3,3,3,4,4,3,"yes","yes",2,3.13333333333333,3.35,3.4
"3784",37.5,"Female","Yes Kids","ma","full-time",45000,"",14,0,"Small Town","United States","Married","0",0,4,2,4,4,4,4,1,2,5,3,1,4,4,5,3,4,3,5,3,4,5,1,3,3,3,1,4,5,4,2,5,4,4,2,5,3,4,5,5,5,3,3,3,4,2,"yes","yes",3.6,3.4,3.65,3
"3785",32.5,"Female","No Kids","phd","full-time",55000,"",2,0,"Small Town","United States","Married","0",0,4,1,1,1,1,1,1,3,1,2,3,1,4,3,3,4,1,2,1,5,5,1,1,2,1,1,1,2,3,1,2,5,1,1,3,5,1,3,5,3,3,3,3,3,2,"yes","no",1.6,2.33333333333333,2.35,2.8
"3786",55,"Male","Yes Kids","ltuni","part-time",25000,"",4,0,"Large Town","United States","Widowed","1",1,4,3,3,3,3,2,2,3,3,3,4,4,3,4,4,4,3,2,3,5,3,2,3,3,3,3,4,3,3,2,3,3,3,4,3,3,3,4,3,3,1,2,1,3,1,"yes","yes",3.2,3.26666666666667,3.05,1.6
"3787",67.5,"Female","Yes Kids","high","retired",55000,"",10,0,"Rural/Country","United States","Married","1",1,4,4,3,2,2,1,1,3,2,2,1,2,2,5,5,2,3,4,1,3,3,1,1,4,2,2,4,3,3,1,5,3,2,2,4,2,2,3,4,4,3,3,3,3,2,"no","no",3,2.46666666666667,2.75,2.8
"3788",55,"Male","Yes Kids","ma","full-time",150000,"",5,0,"Small Town","United States","Married","1",1,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,3,2,2,3,3,3,3,4,4,4,"no","no",2,1.26666666666667,1.85,3.6
"3789",55,"Male","Yes Kids","deg","full-time",87500,"",1,0,"Large Town","United States","Divorced","0",1,2,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,3,4,4,4,4,3,"no","no",1.2,1.26666666666667,1.45,3.8
"3790",19,"Female","No Kids","ltuni","part-time",15000,"",0,3,"Village","United States","Single","0",0,4,5,5,5,5,3,1,3,2,2,1,3,3,2,3,3,2,2,1,3,4,2,2,4,4,5,3,5,4,4,1,3,4,3,4,3,3,2,4,3,1,3,2,2,1,"yes","no",4.8,2.26666666666667,3.35,1.8
"3791",67.5,"Male","Yes Kids","ma","full-time",45000,"",1,0,"Village","United States","Married","0",0,3,3,4,2,3,2,2,4,2,3,2,2,4,3,2,2,4,3,3,3,3,2,3,4,2,2,3,3,3,2,4,3,3,4,3,4,3,4,3,3,3,2,3,3,2,"yes","yes",3,2.73333333333333,3.05,2.6
"3792",16.5,"Male","No Kids","ltuni","student",15000,"",0,0,"Rural/Country","United States","Single","0",0,4,4,5,4,4,2,1,3,4,2,1,4,4,2,4,5,2,5,1,3,4,3,4,4,4,3,4,5,4,5,5,4,4,5,5,5,4,3,4,2,2,4,4,3,5,"yes","yes",4.2,2.86666666666667,4.05,3.6
"3793",28,"Female","No Kids","phd","student",25000,"",5,10,"Small Town","United States","Single","0",0,4,4,3,2,2,2,3,5,3,4,2,2,5,1,5,3,4,3,4,4,4,4,1,5,4,1,5,5,5,4,4,5,3,2,5,3,4,2,5,5,1,1,1,2,2,"yes","yes",3,3.33333333333333,3.8,1.4
"3794",37.5,"Female","No Kids","phd","full-time",87500,"",3,6,"Village","United States","Single","0",0,3,2,2,2,2,1,1,5,2,2,1,2,3,2,2,2,2,3,2,2,3,1,3,2,2,3,2,2,3,1,3,3,2,3,3,2,2,4,3,3,3,3,3,3,2,"yes","no",2.2,2.13333333333333,2.5,2.8
"3795",55,"Female","No Kids","ma","full-time",87500,"",9,0,"Small Town","United States","Married","0",0,5,1,2,2,2,2,1,1,2,3,3,4,4,3,2,2,1,2,1,3,3,3,3,3,1,2,4,4,4,1,3,5,5,2,3,1,1,3,3,4,3,5,4,4,1,"yes","yes",2.4,2.26666666666667,2.9,3.4
"3796",24,"Male","No Kids","ma","student",15000,"",0,11,"Rural/Country","United States","Single","0",0,3,3,4,3,3,2,2,3,3,2,4,3,4,1,4,3,3,3,3,3,4,2,3,4,4,2,4,2,4,3,3,4,2,3,4,4,2,4,3,4,3,3,4,3,3,"yes","yes",3.2,2.86666666666667,3.25,3.2
"3797",45,"Male","No Kids","phd","full-time",67500,"",12,2,"8","United States","Divorced","0",0,5,5,4,3,3,2,3,4,4,4,2,2,3,3,4,4,3,4,3,3,5,3,2,5,5,3,5,3,5,3,3,3,4,4,4,5,4,4,5,4,2,2,2,2,2,"yes","yes",4,3.2,3.95,2
"3798",25,"Female","No Kids","ltuni","unemployed",10000,"",0,0,"Small Town","United States","Single","0",0,3,4,5,3,3,2,4,4,4,4,5,5,3,3,4,2,4,2,5,4,4,1,2,3,2,4,3,5,4,3,4,4,2,4,4,3,4,3,3,4,2,1,3,2,3,"yes","yes",3.6,3.66666666666667,3.3,2.2
"3799",28,"Female","No Kids","dip","student",15000,"",0,6,"Village","United States","Single","0",0,4,4,5,4,4,4,1,5,1,3,2,3,4,3,2,5,1,3,1,1,4,3,4,3,4,4,4,4,4,1,2,4,4,5,3,2,2,3,4,5,1,1,2,2,4,"yes","yes",4.2,2.6,3.45,2
"3800",32.5,"Female","No Kids","ma","full-time",67500,"",3,0,"Village","United States","Single","0",0,4,4,4,3,3,3,2,3,3,2,3,3,3,3,4,3,2,2,2,3,4,4,4,3,4,3,4,4,4,2,2,4,3,4,4,4,4,4,4,3,2,3,3,3,2,"yes","yes",3.6,2.73333333333333,3.6,2.6
"3801",37.5,"Female","Yes Kids","phd","unemployed",150000,"",3,8,"Village","United States","Separated","1",0,3,3,3,3,3,1,4,4,5,5,5,5,5,3,5,1,4,2,4,4,4,3,3,5,2,2,2,3,3,5,5,5,2,3,4,1,1,5,4,3,2,2,2,3,1,"yes","yes",3,3.8,3.25,2
"3802",32.5,"Male","Yes Kids","ltuni","unemployed",15000,"",0,0,"Medium-Sized","United States","Separated","0",3,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,2,2,2,3,2,5,4,5,3,3,5,5,5,5,5,5,5,5,5,1,3,2,1,5,"yes","yes",5,4.73333333333333,4.05,2.4
"3803",55,"Female","Yes Kids","high","full-time",35000,"",1,0,"Medium-Sized","United States","Married","3",1,3,3,2,2,2,3,2,3,3,2,2,4,2,2,3,3,2,3,1,3,4,3,2,2,3,4,4,2,3,2,4,3,2,3,3,4,4,4,3,2,1,2,3,2,2,"yes","yes",2.4,2.53333333333333,3.05,2
"3804",32.5,"Male","Yes Kids","ma","student",15000,"",0,0,"Rural/Country","United States","Married","1",0,4,4,2,2,3,1,4,4,5,5,2,5,5,3,5,1,3,2,4,3,5,4,4,2,2,2,3,3,5,5,1,5,2,1,5,4,5,3,5,5,3,2,2,2,2,"yes","yes",3,3.46666666666667,3.55,2.2
"3805",45,"Female","Yes Kids","phd","full-time",67500,"",13,0,"Small Town","United States","Married","0",1,4,3,2,2,2,2,2,3,3,3,1,4,4,2,3,4,4,2,3,3,4,2,4,3,3,3,4,3,5,4,4,3,3,3,4,4,4,4,3,4,4,4,2,4,2,"yes","no",2.6,2.86666666666667,3.55,3.2
"3806",67.5,"Male","Yes Kids","phd","retired",250000,"",1,0,"Village","United States","Married","1",1,4,5,5,2,2,2,2,3,4,3,1,3,3,4,3,3,3,4,3,1,3,3,4,2,4,3,3,4,4,4,4,4,3,4,4,4,4,3,3,3,3,4,3,5,4,"yes","yes",3.6,2.8,3.5,3.8
"3807",19,"Male","No Kids","high","full-time",10000,"",1,0,"Rural/Country","United States","Single","0",0,5,4,4,4,4,5,3,5,3,4,2,5,4,4,3,5,4,5,3,5,5,2,4,5,4,4,5,4,4,5,2,5,2,5,4,3,4,4,4,4,2,2,2,2,1,"yes","yes",4.2,4,3.95,1.8
"3809",25,"Male","No Kids","deg","part-time",25000,"",3,0,"Small Town","United States","","0",0,3,4,3,2,2,2,4,5,3,4,4,4,4,4,4,4,4,3,4,4,5,1,4,2,1,4,3,3,4,3,3,4,2,3,4,5,4,4,5,4,2,2,3,3,2,"yes","yes",2.8,3.8,3.4,2.4
"3810",45,"Female","Yes Kids","ma","student",NA,"",10,0,"Large-City","United States","Married","1",0,4,2,1,1,2,1,4,5,4,2,1,3,4,2,4,3,4,2,5,2,4,2,3,5,1,3,3,3,4,2,5,5,2,3,4,2,2,5,5,3,3,3,3,4,1,"yes","no",2,3.06666666666667,3.3,2.8
"3811",55,"Male","Yes Kids","ma","full-time",150000,"",1,4,"Village","United States","Married","0",0,2,1,1,1,1,1,1,4,1,2,2,1,3,1,3,1,3,1,1,1,1,1,4,1,1,1,2,3,3,1,5,3,4,2,4,4,1,5,1,3,1,1,2,3,2,"yes","no",1.2,1.73333333333333,2.5,1.8
"3812",28,"Female","No Kids","ma","unemployed",45000,"",0,1,"Rural/Country","United States","Married","0",0,4,4,4,3,3,2,3,3,5,3,1,4,3,3,4,2,5,3,5,4,4,4,4,3,5,4,4,4,4,5,5,4,2,2,3,2,2,5,5,4,4,4,4,4,3,"yes","yes",3.6,3.33333333333333,3.75,3.8
"3813",55,"Female","Yes Kids","dip","unemployed",250000,"",0,0,"Medium-Sized","United States","Married","1",2,2,2,3,2,1,2,2,3,3,3,2,2,2,2,2,1,3,1,3,2,2,1,1,5,1,1,4,3,2,3,2,3,3,3,2,2,1,3,3,2,4,4,4,5,4,"no","",2,2.2,2.35,4.2
"3814",28,"Female","No Kids","phd","unemployed",35000,"",1,0,"Small Town","United States","Married","0",0,2,3,1,1,1,1,2,4,3,4,4,4,4,4,5,2,2,3,3,3,3,1,1,3,3,3,1,1,4,3,2,3,1,3,5,3,1,4,3,5,3,2,2,3,3,"yes","no",1.6,3.2,2.65,2.6
"3815",28,"Female","No Kids","deg","full-time",150000,"",0,4,"Village","United States","Single","0",0,2,3,2,1,1,4,2,5,3,2,3,3,3,2,3,4,3,5,2,4,4,4,4,4,3,4,4,2,3,3,4,3,4,4,3,4,4,4,3,4,3,4,4,4,4,"yes","no",1.8,3.2,3.6,3.8
"3816",16.5,"Female","No Kids","high","part-time",NA,"",0,5,"Village","United States","Single","0",0,4,4,3,4,3,2,2,4,5,5,5,5,5,5,5,2,1,4,1,5,5,3,4,4,4,3,5,2,5,5,4,5,3,4,5,5,5,2,5,5,3,3,2,2,1,"yes","yes",3.6,3.73333333333333,4.15,2.2
"3817",37.5,"Male","Yes Kids","ma","part-time",150000,"",10,0,"Village","United States","Married","1",1,4,4,4,3,3,2,2,4,4,5,5,5,5,5,5,2,4,5,5,4,5,1,5,3,5,3,3,5,5,5,1,5,3,3,5,5,5,5,5,5,1,5,2,5,3,"yes","yes",3.6,4.13333333333333,4.1,3.2
