"","ResidntCntry","Age","Gender","Kids","Edu","WorkStatus","AnnualIncome","Occupation","DurationYear","DurationMon","CommSize","MaritlStatus","NoOfSons","NoOfDghtrs","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SelfProcast","OtherProcast","DPMean","AIPMean","GPMean","SWLSMean","HDI","category"
"3010","United States",45,"Male","No Kids","phd","full-time",45000,"",3,0,"Large Town","Married","0",0,4,4,3,3,3,1,2,4,4,4,3,3,4,2,4,2,3,4,3,4,4,3,4,2,2,2,4,4,4,4,3,4,1,2,4,3,4,5,4,4,3,4,2,3,2,"yes","yes",3.4,3.13333333333333,3.35,2.8,0.92,"High human development index"
"3011","United States",28,"Female","No Kids","ma","unemployed",150000,"",0,0,"Village","Married","0",0,5,5,4,3,3,4,1,2,2,5,5,5,4,5,5,3,2,3,3,5,5,4,2,1,5,3,5,2,5,3,4,5,3,4,4,5,5,5,5,5,4,4,3,3,5,"yes","yes",4,3.6,4,3.8,0.92,"High human development index"
"3012","United States",16.5,"Female","No Kids","ltuni","student",NA,"",0,0,"Village","Single","0",0,5,5,4,2,2,5,5,4,2,1,3,5,5,1,5,3,5,3,3,2,5,1,3,1,5,5,3,2,5,2,3,5,2,5,5,4,3,5,5,5,3,3,4,2,4,"yes","yes",3.6,3.46666666666667,3.7,3.2,0.92,"High human development index"
"3013","United States",55,"Male","Yes Kids","high","full-time",25000,"",5,0,"Large Town","Married","1",1,2,2,2,2,2,2,2,4,2,2,2,2,3,2,2,2,3,2,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,3,3,2,4,2,3,3,3,4,3,2,"no","no",2,2.33333333333333,2.35,3,0.92,"High human development index"
"3014","United States",67.5,"Female","Yes Kids","ltuni","part-time",25000,"",0,2,"Rural/Country","Divorced","0",2,2,1,1,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,"no","no",1.2,1.33333333333333,1.5,1.6,0.92,"High human development index"
"3015","United States",28,"Female","No Kids","ltuni","part-time",15000,"",1,6,"Village","Single","0",0,3,3,2,2,2,1,1,3,2,3,1,2,2,3,2,3,3,4,3,3,3,2,1,2,2,3,3,2,3,2,2,3,2,2,3,2,2,3,3,3,4,5,4,3,4,"no","no",2.4,2.4,2.4,4,0.92,"High human development index"
"3016","United States",45,"Male","No Kids","deg","full-time",35000,"",5,0,"Small Town","Married","0",0,3,2,3,2,2,1,1,3,2,3,2,2,3,2,3,2,2,1,2,2,3,3,3,4,2,3,3,3,3,2,2,2,2,3,3,4,2,3,2,4,2,4,3,4,4,"yes","no",2.4,2.06666666666667,2.8,3.4,0.92,"High human development index"
"3017","United States",45,"Female","Yes Kids","phd","part-time",25000,"",1,3,"Large Town","Married","1",4,5,4,4,3,3,3,4,5,5,4,4,5,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,5,4,5,5,4,4,5,4,5,4,5,4,3,1,2,2,3,2,"yes","yes",3.8,4.26666666666667,4.3,2,0.92,"High human development index"
"3018","United States",45,"Female","No Kids","phd","full-time",87500,"",13,0,"8","Married","0",0,3,3,2,2,2,1,1,2,3,3,4,2,2,3,4,1,2,2,2,2,4,2,2,2,2,1,3,3,4,3,3,3,2,2,3,4,2,4,3,2,4,4,3,5,3,"yes","no",2.4,2.26666666666667,2.7,3.8,0.92,"High human development index"
"3019","United States",45,"Male","Yes Kids","deg","full-time",67500,"",5,0,"Rural/Country","Divorced","1",2,1,1,3,2,1,2,2,5,3,2,4,1,3,1,1,5,3,1,2,2,2,1,2,2,1,2,2,2,4,1,3,3,4,3,2,4,3,3,3,3,4,4,4,4,1,"yes","no",1.6,2.46666666666667,2.5,3.4,0.92,"High human development index"
"3020","United States",28,"Female","No Kids","high","part-time",15000,"",2,0,"Small Town","Single","0",0,2,3,3,2,2,2,2,3,5,4,2,4,5,3,4,4,3,2,4,2,4,3,4,4,4,2,5,4,4,4,4,3,3,4,4,4,3,4,4,5,2,2,2,2,1,"yes","yes",2.4,3.26666666666667,3.8,1.8,0.92,"High human development index"
"3021","United States",32.5,"Male","Yes Kids","ma","full-time",87500,"",3,0,"Small Town","Married","3",0,3,4,4,3,3,3,5,3,4,3,5,4,4,4,4,2,4,3,4,4,4,2,3,3,4,3,3,3,3,2,4,3,4,4,3,4,4,2,4,2,3,4,4,4,2,"yes","yes",3.4,3.73333333333333,3.2,3.4,0.92,"High human development index"
"3022","United States",21,"Female","No Kids","deg","student",10000,"",2,0,"Medium-Sized","Single","0",0,4,3,5,3,3,1,1,5,1,1,1,2,4,1,4,3,1,1,1,1,3,1,2,2,2,4,3,4,4,1,5,3,1,1,4,4,1,3,3,2,2,2,3,3,4,"yes","yes",3.6,1.86666666666667,2.65,2.8,0.92,"High human development index"
"3023","United States",55,"Male","Yes Kids","","full-time",150000,"",4,0,"Large Town","Married","1",1,4,2,2,1,1,1,1,1,5,5,1,1,1,1,1,2,1,1,1,2,1,1,5,2,1,1,2,2,3,1,2,4,1,3,2,5,2,4,2,2,4,4,4,4,3,"no","no",2,1.66666666666667,2.3,3.8,0.92,"High human development index"
"3024","United States",45,"Female","Yes Kids","phd","full-time",NA,"",12,0,"Village","Married","0",1,2,2,2,2,2,1,1,4,3,2,1,3,2,2,3,3,1,3,1,2,3,1,3,1,3,2,3,2,3,3,2,3,5,3,2,4,3,3,3,2,2,3,3,3,1,"no","no",2,2.13333333333333,2.7,2.4,0.92,"High human development index"
"3025","United States",28,"Female","Yes Kids","dip","full-time",NA,"",5,0,"Small Town","Married","3",0,2,2,2,2,2,1,1,3,3,3,3,1,3,2,3,1,3,3,2,2,3,1,1,4,3,2,3,2,2,2,3,2,2,3,3,3,3,3,3,3,4,5,5,5,5,"no","no",2,2.26666666666667,2.55,4.8,0.92,"High human development index"
"3026","United States",28,"Female","No Kids","dip","part-time",10000,"",0,8,"Village","Married","0",0,5,5,5,3,3,4,2,3,4,3,5,4,5,2,5,5,4,3,2,5,5,5,5,5,1,5,1,5,1,5,5,5,5,5,5,5,5,4,5,5,2,3,1,2,2,"yes","yes",4.2,3.73333333333333,4.35,2,0.92,"High human development index"
"3027","United States",45,"Male","No Kids","ma","full-time",87500,"",3,0,"Medium-Sized","Divorced","0",0,2,3,2,2,2,2,1,2,2,3,1,3,1,1,4,4,2,4,1,3,4,1,3,5,5,5,3,2,4,3,3,4,4,5,2,4,1,2,2,3,2,4,4,4,3,"yes","yes",2.2,2.26666666666667,3.25,3.4,0.92,"High human development index"
"3028","United States",37.5,"Male","No Kids","deg","full-time",87500,"",0,6,"Village","Married","0",0,5,5,5,5,5,4,3,2,4,4,3,4,5,4,5,5,4,5,4,5,5,5,3,4,4,3,5,5,5,2,4,5,5,5,5,5,5,4,5,5,2,3,3,4,3,"yes","yes",5,4.06666666666667,4.45,3,0.92,"High human development index"
"3029","United States",45,"Female","Yes Kids","deg","unemployed",15000,"",2,3,"Small Town","Separated","0",2,5,4,3,2,3,4,4,3,4,4,4,4,2,3,4,3,3,3,4,5,4,5,1,1,5,2,3,4,4,1,2,4,5,5,3,3,2,4,2,5,2,2,3,3,4,"yes","yes",3.4,3.6,3.25,2.8,0.92,"High human development index"
"3030","United States",45,"Female","Yes Kids","dip","full-time",NA,"",0,6,"Rural/Country","Married","0",0,2,3,1,2,2,1,2,2,3,3,2,2,3,2,3,2,3,2,2,3,3,3,2,3,3,2,2,2,2,3,2,2,1,3,3,3,2,4,1,2,2,2,2,3,1,"no","no",2,2.33333333333333,2.4,2,0.92,"High human development index"
"3031","United States",32.5,"Female","No Kids","dip","unemployed",NA,"",0,0,"Village","Single","0",0,5,5,5,4,4,3,3,3,5,4,4,4,4,4,5,3,5,3,4,4,4,3,4,4,3,3,4,4,5,5,4,4,3,4,4,5,5,4,4,4,2,3,2,2,1,"yes","yes",4.6,3.86666666666667,4,2,0.92,"High human development index"
"3032","United States",32.5,"Female","No Kids","ma","full-time",55000,"",0,2,"Small Town","Single","0",0,3,3,3,3,3,2,2,3,4,3,3,3,3,3,4,4,4,3,4,3,4,2,2,4,3,3,3,3,3,3,4,3,4,3,4,3,3,4,4,3,4,3,3,4,4,"yes","yes",3,3.2,3.25,3.6,0.92,"High human development index"
"3033","United States",25,"Female","No Kids","ma","part-time",15000,"",0,5,"Small Town","Single","0",0,4,4,3,2,2,1,1,1,2,3,4,4,4,2,3,2,2,3,1,3,4,2,3,2,2,3,3,3,5,2,3,4,1,3,4,4,3,4,5,4,2,2,2,1,2,"yes","yes",3,2.4,3.2,1.8,0.92,"High human development index"
"3034","United States",28,"Female","No Kids","ltuni","student",15000,"",4,0,"Village","Single","0",0,2,2,1,1,1,1,2,3,3,2,1,1,3,1,1,4,5,2,3,2,3,1,2,4,2,3,1,4,3,1,2,3,1,2,4,3,4,4,1,2,3,4,5,5,4,"yes","no",1.4,2.26666666666667,2.5,4.2,0.92,"High human development index"
"3035","United States",32.5,"Male","No Kids","deg","unemployed",NA,"",0,0,"Small Town","Single","0",0,5,3,3,3,3,3,4,3,5,4,3,4,4,3,4,3,4,3,5,3,4,2,4,4,1,2,4,2,3,5,4,5,1,1,4,4,4,3,3,3,1,2,2,4,2,"yes","yes",3.4,3.66666666666667,3.15,2.2,0.92,"High human development index"
"3036","United States",55,"Female","Yes Kids","phd","full-time",87500,"",1,0,"Medium-Sized","Married","1",1,2,2,2,3,2,1,3,3,5,3,3,3,4,3,5,3,5,3,4,4,3,2,2,3,3,2,2,2,3,4,4,3,1,3,3,2,4,4,3,2,4,4,4,4,3,"yes","no",2.2,3.46666666666667,2.75,3.8,0.92,"High human development index"
"3037","United States",32.5,"Female","No Kids","deg","part-time",10000,"",3,0,"Small Town","Divorced","0",0,3,3,3,3,3,1,1,1,1,3,1,3,3,3,3,3,1,1,1,4,5,5,3,3,3,5,5,3,5,3,5,5,1,1,3,3,3,3,5,3,3,3,4,3,5,"yes","yes",3,2,3.6,3.6,0.92,"High human development index"
"3038","United States",55,"Male","Yes Kids","ma","full-time",150000,"",1,0,"","Married","0",1,2,4,4,4,4,3,2,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,5,4,3,4,4,4,4,4,4,4,5,3,4,4,4,4,4,"yes","yes",3.6,3.66666666666667,3.8,4,0.92,"High human development index"
"3039","United States",45,"Female","Yes Kids","ltuni","full-time",35000,"",9,0,"Small Town","Divorced","1",1,4,4,4,3,2,3,5,5,5,3,3,3,3,3,3,4,5,3,5,5,4,2,4,4,5,4,4,4,5,3,4,3,5,5,5,5,5,5,5,1,1,3,3,3,2,"yes","yes",3.4,3.86666666666667,4.1,2.4,0.92,"High human development index"
"3040","United States",67.5,"Female","Yes Kids","ma","retired",87500,"",0,0,"Rural/Country","Married","0",2,4,4,4,3,3,3,1,2,1,3,3,4,4,4,4,2,2,2,1,4,3,1,3,1,3,3,3,4,3,2,4,4,2,3,4,4,2,3,4,4,5,5,5,5,3,"yes","yes",3.6,2.66666666666667,3,4.6,0.92,"High human development index"
"3041","United States",45,"Male","No Kids","dip","full-time",55000,"",12,0,"Small Town","Married","0",0,2,3,3,2,2,3,3,5,4,3,1,3,3,3,3,2,3,3,4,3,2,1,3,1,3,2,3,3,2,4,4,3,3,4,3,4,4,3,3,3,3,4,3,4,5,"no","yes",2.4,3.06666666666667,2.9,3.8,0.92,"High human development index"
"3042","United States",32.5,"Male","No Kids","phd","full-time",87500,"",7,8,"Village","Divorced","0",0,2,1,1,1,1,2,2,2,4,4,2,2,4,3,5,3,3,3,2,4,4,1,4,4,2,3,4,2,5,2,2,4,2,3,4,2,2,5,4,4,4,5,4,4,3,"yes","yes",1.2,3,3.15,4,0.92,"High human development index"
"3043","United States",67.5,"Female","Yes Kids","phd","full-time",45000,"",13,6,"Village","Married","1",0,3,2,1,2,2,1,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,2,2,2,3,2,2,3,2,4,4,4,4,3,"no","no",2,2,2.15,3.8,0.92,"High human development index"
"3044","United States",45,"Male","Yes Kids","phd","full-time",15000,"",10,0,"Small Town","Married","0",2,3,3,4,3,3,2,2,4,3,3,2,3,4,1,3,5,3,2,2,3,3,3,2,2,3,2,2,4,3,3,3,3,2,3,3,3,3,4,1,2,3,4,3,4,3,"yes","yes",3.2,2.8,2.7,3.4,0.92,"High human development index"
"3045","United States",28,"Female","No Kids","deg","student",15000,"",3,2,"Small Town","Single","0",0,4,4,4,4,4,1,1,1,4,5,5,5,5,4,5,5,3,5,4,4,4,2,2,4,4,4,4,4,4,3,3,5,1,3,4,2,2,4,5,4,4,3,3,3,4,"yes","yes",4,3.8,3.4,3.4,0.92,"High human development index"
"3046","United States",55,"Female","Yes Kids","phd","full-time",87500,"",1,0,"Small Town","Divorced","0",1,5,4,3,2,2,3,3,1,5,5,5,5,3,5,5,3,4,3,5,5,5,3,1,2,3,3,2,3,5,4,4,5,1,3,4,3,3,5,5,4,1,3,3,4,3,"yes","yes",3.2,4,3.4,2.8,0.92,"High human development index"
"3047","United States",23,"Female","No Kids","deg","student",NA,"",0,10,"Village","Married","0",0,4,3,4,3,2,1,4,2,4,3,2,2,2,1,3,2,4,3,3,1,3,1,1,5,3,3,3,4,1,2,3,3,2,1,3,1,1,4,2,3,3,3,4,4,3,"yes","yes",3.2,2.46666666666667,2.45,3.4,0.92,"High human development index"
"3048","United States",28,"Female","No Kids","ma","full-time",35000,"",0,1,"Large-City","Single","0",0,5,5,5,4,3,2,3,5,5,3,1,5,4,1,5,3,3,2,4,4,4,2,2,5,3,3,3,5,5,3,5,5,3,2,5,1,3,5,3,3,2,5,2,2,2,"no","yes",4.4,3.33333333333333,3.5,2.6,0.92,"High human development index"
"3049","United States",28,"Female","No Kids","phd","student",10000,"",1,0,"Village","Single","0",0,2,1,2,2,2,2,2,3,4,3,2,2,2,2,3,3,3,4,3,4,4,2,2,4,5,2,3,1,3,4,4,3,3,4,3,4,4,3,3,4,4,2,3,5,4,"yes","no",1.8,2.8,3.25,3.6,0.92,"High human development index"
"3050","United States",37.5,"Male","No Kids","ltuni","full-time",45000,"",4,0,"Village","Single","0",0,4,3,2,2,2,1,5,5,5,3,3,4,4,4,5,3,4,2,5,4,4,4,4,5,3,2,3,2,4,4,4,4,2,2,4,4,4,4,5,3,3,3,2,2,2,"yes","yes",2.6,3.8,3.55,2.4,0.92,"High human development index"
"3051","United States",25,"Female","No Kids","deg","full-time",55000,"",3,0,"Village","Single","0",0,3,3,2,1,1,1,1,3,1,1,2,2,3,1,2,2,1,2,1,1,3,1,2,4,2,2,3,3,4,2,2,4,2,2,4,3,3,4,4,3,5,5,5,5,4,"yes","no",2,1.6,2.85,4.8,0.92,"High human development index"
"3052","United States",45,"Male","No Kids","deg","full-time",45000,"",1,3,"Village","Single","0",0,3,3,4,2,2,2,3,3,3,3,1,2,3,3,3,3,3,4,3,5,4,3,3,5,5,3,4,4,5,1,3,3,5,5,3,5,5,5,5,5,1,2,2,1,1,"yes","yes",2.8,2.93333333333333,4.05,1.4,0.92,"High human development index"
"3053","United States",55,"Male","Yes Kids","phd","full-time",150000,"",1,0,"Small Town","Divorced","1",0,3,3,3,3,3,2,3,3,4,3,3,4,3,3,4,2,5,3,5,4,4,2,3,2,2,3,5,4,4,2,4,4,2,4,4,3,4,4,4,4,3,3,3,3,2,"yes","yes",3,3.4,3.4,2.8,0.92,"High human development index"
"3054","United States",45,"Male","No Kids","ltuni","unemployed",10000,"",1,0,"Small Town","Single","0",0,5,4,4,5,4,3,4,4,4,5,4,5,4,5,5,4,5,4,4,5,5,2,3,4,4,4,4,3,5,5,4,5,3,4,4,4,4,5,5,4,1,2,1,2,2,"yes","yes",4.4,4.33333333333333,4.05,1.6,0.92,"High human development index"
"3055","United States",45,"Female","No Kids","phd","full-time",35000,"",4,0,"Rural/Country","Single","0",0,2,3,3,3,2,4,1,1,1,3,1,3,3,3,2,2,2,3,2,4,3,1,4,4,4,3,3,2,2,3,5,2,3,2,2,2,4,3,1,3,2,2,2,2,3,"no","no",2.6,2.33333333333333,2.8,2.2,0.92,"High human development index"
"3056","United States",25,"Male","No Kids","deg","full-time",87500,"",2,0,"Small Town","Single","0",0,3,3,3,3,3,1,1,1,2,2,2,4,4,2,3,4,2,4,1,3,3,2,3,2,3,3,3,3,4,1,1,3,1,4,4,5,4,3,3,3,3,4,3,3,2,"yes","yes",3,2.4,2.9,3,0.92,"High human development index"
"3057","United States",20,"Female","No Kids","ltuni","student",10000,"",0,4,"Small Town","Single","0",0,3,4,3,2,2,2,1,4,2,1,2,2,4,1,3,4,3,5,1,2,3,1,2,3,2,2,3,4,4,5,1,3,2,3,4,3,3,4,5,5,3,4,3,3,2,"yes","no",2.8,2.46666666666667,3.1,3,0.92,"High human development index"
"3058","United States",45,"Female","No Kids","ma","full-time",67500,"",14,0,"Medium-Sized","Married","0",0,5,3,3,2,2,1,1,1,4,3,3,2,4,2,3,1,1,1,1,2,3,3,4,1,3,2,3,4,4,3,3,4,1,2,4,3,2,4,4,4,1,1,2,2,1,"yes","no",3,2,3.05,1.4,0.92,"High human development index"
"3059","United States",24,"Male","No Kids","deg","full-time",35000,"",0,10,"Large Town","Single","0",0,3,3,3,3,3,2,2,4,4,2,1,3,3,1,3,5,3,3,2,3,3,2,4,5,4,3,2,4,4,3,4,4,3,4,2,5,4,5,5,5,5,4,5,5,5,"yes","yes",3,2.73333333333333,3.75,4.8,0.92,"High human development index"
"3060","United States",28,"Female","No Kids","ma","full-time",35000,"",0,10,"Village","Divorced","0",0,4,4,4,3,3,1,3,4,4,3,4,4,2,2,4,3,4,3,4,3,4,3,3,4,4,2,4,3,4,3,4,4,1,4,3,5,3,3,3,3,4,4,3,5,4,"yes","yes",3.6,3.2,3.35,4,0.92,"High human development index"
"3061","United States",45,"Male","Yes Kids","ma","full-time",87500,"",1,0,"Small Town","Married","1",1,3,2,1,1,1,4,1,1,3,4,4,2,2,2,3,3,3,1,2,3,2,1,2,3,1,5,3,3,3,3,3,3,5,2,2,2,2,2,3,2,4,4,5,5,5,"no","no",1.6,2.53333333333333,2.6,4.6,0.92,"High human development index"
"3062","United States",28,"Female","No Kids","deg","student",15000,"",2,0,"Medium-Sized","Single","0",0,4,3,5,3,3,1,3,5,3,4,4,4,4,4,4,4,4,5,4,2,4,1,2,5,4,3,3,4,5,4,3,5,1,4,4,5,4,4,5,4,3,2,2,3,3,"yes","yes",3.6,3.66666666666667,3.7,2.6,0.92,"High human development index"
"3063","United States",37.5,"Male","Yes Kids","phd","full-time",45000,"",4,0,"Large Town","Married","1",1,3,2,4,3,3,1,1,5,3,4,4,5,4,5,5,2,3,4,3,5,5,2,4,1,3,2,5,3,5,3,4,5,4,4,4,5,5,4,4,3,4,4,4,3,3,"yes","yes",3,3.6,3.75,3.6,0.92,"High human development index"
"3064","United States",28,"Female","No Kids","deg","student",15000,"",2,0,"Large Town","Single","0",0,4,4,2,2,1,1,1,1,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,4,2,3,2,3,4,2,5,3,1,2,3,4,3,4,3,3,3,3,2,2,4,"yes","yes",2.6,2.46666666666667,2.9,2.8,0.92,"High human development index"
"3065","United States",28,"Male","No Kids","phd","full-time",87500,"",0,8,"Small Town","Single","0",0,2,3,2,2,3,2,2,2,3,2,3,2,3,2,3,3,2,2,2,3,3,3,3,2,3,2,2,3,2,2,3,2,2,2,3,3,2,2,3,3,3,4,3,4,3,"yes","no",2.4,2.4,2.5,3.4,0.92,"High human development index"
"3066","United States",23,"Male","No Kids","deg","part-time",10000,"",3,2,"Large Town","Single","0",0,5,4,5,5,5,2,3,4,5,5,1,3,5,5,5,3,5,3,2,5,5,1,5,5,4,3,5,4,5,1,2,5,2,5,5,5,5,4,5,4,2,3,1,3,1,"yes","no",4.8,3.73333333333333,4,2,0.92,"High human development index"
"3067","United States",37.5,"Female","No Kids","deg","unemployed",NA,"",0,0,"Village","Divorced","0",0,4,4,2,3,3,1,1,3,4,3,3,3,3,2,3,2,2,2,3,2,3,1,3,5,2,2,4,2,4,4,4,4,2,3,2,3,4,5,5,5,1,2,2,1,3,"yes","yes",3.2,2.46666666666667,3.35,1.8,0.92,"High human development index"
"3068","United States",25,"Male","No Kids","deg","student",25000,"",1,0,"Village","Single","0",0,4,4,4,4,4,1,1,2,3,2,4,2,4,2,3,4,2,4,2,2,4,3,3,2,3,2,3,5,4,2,3,4,2,3,3,3,3,4,2,3,1,2,2,2,2,"yes","no",4,2.53333333333333,3.05,1.8,0.92,"High human development index"
"3069","United States",55,"Female","Yes Kids","ma","full-time",67500,"",1,0,"Medium-Sized","Married","1",1,3,3,3,2,2,2,2,3,5,1,2,3,2,2,3,4,3,4,4,3,4,1,3,5,2,4,4,4,4,4,4,5,3,3,3,5,5,3,4,3,5,5,5,5,5,"yes","no",2.6,2.86666666666667,3.65,5,0.92,"High human development index"
"3070","United States",37.5,"Female","Yes Kids","high","unemployed",67500,"",1,0,"Large Town","Married","1",1,1,2,3,1,1,1,2,5,2,2,2,3,3,3,4,2,4,2,1,1,2,1,2,1,1,2,2,2,1,1,5,1,1,1,2,1,2,2,1,3,4,4,4,3,4,"no","yes",1.6,2.46666666666667,1.7,3.8,0.92,"High human development index"
"3071","United States",32.5,"Male","Yes Kids","deg","full-time",87500,"",2,0,"Small Town","Divorced","1",0,5,5,5,5,5,2,2,2,5,5,1,5,4,4,5,5,3,4,4,5,5,1,3,4,3,3,5,3,5,5,4,5,4,5,5,4,4,4,5,5,3,4,3,3,3,"yes","yes",5,3.73333333333333,4.1,3.2,0.92,"High human development index"
"3072","United States",28,"Female","No Kids","ltuni","full-time",150000,"",10,0,"Village","Single","0",0,5,5,3,4,3,1,5,5,5,4,4,5,5,4,5,3,5,3,4,5,5,4,4,5,3,3,5,3,5,5,5,5,2,3,5,4,5,5,5,5,4,4,3,3,2,"yes","yes",4,4.2,4.3,3.2,0.92,"High human development index"
"3073","United States",55,"Female","No Kids","ltuni","part-time",15000,"",5,0,"Medium-Sized","Married","0",0,3,3,3,3,3,3,3,3,3,4,3,4,4,3,4,4,4,4,3,4,4,3,3,1,3,3,4,3,4,2,4,4,4,3,4,4,3,4,4,4,3,3,3,4,3,"yes","yes",3,3.53333333333333,3.4,3.2,0.92,"High human development index"
"3074","United States",55,"Male","Yes Kids","dip","full-time",25000,"",7,0,"8","Married","0",1,2,1,3,3,5,5,1,5,1,4,1,2,3,4,4,5,1,3,1,5,3,1,5,3,4,5,2,2,2,1,3,2,3,5,3,5,4,5,4,4,1,1,1,1,1,"yes","yes",2.8,3,3.3,1,0.92,"High human development index"
"3075","United States",55,"Male","No Kids","ma","full-time",67500,"",5,0,"Village","Single","0",0,4,2,3,2,2,1,2,3,3,2,2,3,3,3,3,2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,3,3,2,2,2,3,2,2,3,2,3,3,3,2,3,"yes","yes",2.6,2.4,2.3,2.8,0.92,"High human development index"
"3076","United States",32.5,"Female","Yes Kids","dip","unemployed",10000,"",0,0,"Small Town","Separated","0",1,4,5,4,5,5,3,3,3,4,4,4,5,5,4,4,5,4,4,4,5,5,5,4,5,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,4,1,1,1,1,1,"yes","yes",4.6,4.06666666666667,4.7,1,0.92,"High human development index"
"3077","United States",67.5,"Female","Yes Kids","","part-time",NA,"",6,0,"Village","Married","3",0,4,4,5,3,2,1,2,2,5,5,4,4,4,3,5,4,4,2,2,1,5,2,1,4,5,2,4,4,4,1,5,4,1,1,4,5,5,5,5,1,5,5,4,4,4,"yes","no",3.6,3.2,3.4,4.4,0.92,"High human development index"
"3078","United States",45,"Female","No Kids","deg","full-time",150000,"",1,0,"Small Town","Married","0",0,2,4,3,2,2,1,1,1,2,2,3,1,3,1,2,3,2,2,1,1,3,2,3,1,3,2,3,3,4,1,1,4,2,2,3,2,2,4,3,3,4,3,4,4,4,"yes","no",2.6,1.73333333333333,2.55,3.8,0.92,"High human development index"
"3079","United States",37.5,"Female","No Kids","phd","student",25000,"",2,0,"Small Town","Divorced","0",0,4,4,4,5,5,2,5,5,5,5,3,5,5,5,5,2,5,2,5,5,5,4,4,4,4,3,2,4,5,4,5,5,2,3,5,5,4,5,5,5,2,3,3,1,1,"yes","yes",4.4,4.26666666666667,4.15,2,0.92,"High human development index"
"3080","United States",28,"Male","No Kids","ma","student",25000,"",4,9,"Large Town","Married","0",0,3,3,3,2,2,2,2,5,1,2,1,1,3,3,2,4,3,3,1,3,3,1,2,3,4,3,3,3,4,2,2,3,4,4,4,4,3,4,3,4,4,4,4,4,4,"yes","no",2.6,2.4,3.15,4,0.92,"High human development index"
"3081","United States",37.5,"Female","No Kids","phd","full-time",67500,"",6,0,"Small Town","Married","0",0,3,4,4,2,2,1,1,2,4,2,1,3,2,1,2,5,3,5,4,2,5,1,1,4,3,2,2,4,4,3,3,4,2,3,2,4,3,4,4,4,4,4,4,4,2,"yes","yes",3,2.53333333333333,3.1,3.6,0.92,"High human development index"
"3082","United States",55,"Male","Yes Kids","deg","unemployed",10000,"",0,0,"Small Town","Married","3",0,3,4,5,5,5,1,1,4,4,5,3,5,5,2,5,5,2,3,1,5,5,3,3,5,5,2,4,4,5,3,3,4,3,4,5,5,4,5,5,4,1,1,1,1,1,"yes","yes",4.4,3.4,4.05,1,0.92,"High human development index"
"3083","United States",55,"Female","Yes Kids","high","unemployed",87500,"",1,0,"Small Town","Married","0",3,5,4,2,4,4,5,1,3,1,3,5,2,3,4,5,4,2,1,1,5,5,3,1,1,3,5,5,3,1,1,4,3,5,3,3,4,3,5,5,5,5,4,2,4,1,"yes","yes",3.8,3,3.4,3.2,0.92,"High human development index"
"3084","United States",22,"Male","No Kids","dip","full-time",25000,"",0,8,"Village","Single","0",0,3,3,2,2,2,3,3,4,3,3,2,3,3,3,3,3,3,4,3,2,3,1,3,4,1,1,4,4,4,3,4,3,3,2,3,4,4,4,4,3,2,3,3,2,1,"yes","yes",2.4,3,3.1,2.2,0.92,"High human development index"
"3085","United States",28,"Male","No Kids","ma","full-time",15000,"",0,9,"Large Town","Single","0",0,3,4,4,4,4,1,1,2,1,2,1,3,4,1,4,2,1,4,1,2,3,2,3,5,3,4,4,4,5,2,4,5,3,4,5,5,4,4,4,3,1,2,2,1,2,"yes","yes",3.8,2,3.8,1.6,0.92,"High human development index"
"3086","United States",55,"Male","Yes Kids","ma","full-time",150000,"",4,0,"8","Married","0",1,3,3,2,2,2,2,2,5,3,2,1,2,3,2,2,4,2,3,1,3,3,1,2,3,2,2,2,3,3,1,3,3,4,2,2,3,3,2,3,2,3,3,3,3,3,"no","no",2.4,2.46666666666667,2.45,3,0.92,"High human development index"
"3087","United States",20,"Female","No Kids","ltuni","student",NA,"",2,0,"","Single","0",0,3,4,1,2,2,1,2,2,4,3,1,5,2,2,5,1,1,1,5,2,5,4,1,5,2,5,4,1,5,1,3,5,1,2,4,2,2,3,5,2,3,3,4,4,2,"yes","yes",2.4,2.46666666666667,3.1,3.2,0.92,"High human development index"
"3088","United States",25,"Female","No Kids","deg","student",10000,"",2,0,"Large Town","Single","0",0,4,3,5,3,3,3,3,3,4,2,3,4,4,2,4,5,3,4,3,3,5,2,3,5,4,4,3,4,5,1,3,4,3,4,5,5,5,4,4,4,1,3,2,2,4,"yes","yes",3.6,3.33333333333333,3.85,2.4,0.92,"High human development index"
